CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N5,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Trust,Total_cases,A,1276,not included,487,111,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N5,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Trust,<=2_weeks,A,289,not included,149,107,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N5,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Trust,<=4_weeks,A,631,not included,266,111,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N5,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Trust,<=6_weeks,A6,1225,not included,441,111,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N5,London,RRV,University College London Hospitals NHS Foundation Trust,University College London Hospital,Trust,Total_cases,A,1778,not included,639,139,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RRV,University College London Hospitals NHS Foundation Trust,University College London Hospital,Trust,<=2_weeks,A,426,not included,217,133,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RRV,University College London Hospitals NHS Foundation Trust,University College London Hospital,Trust,<=4_weeks,A,609,not included,285,138,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RRV,University College London Hospitals NHS Foundation Trust,University College London Hospital,Trust,<=6_weeks,A6,1631,not included,570,138,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N5,London,RKE,Whittington Health NHS Trust,Whittington Hospital,Trust,Total_cases,A,2265,not included,737,252,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N5,London,RKE,Whittington Health NHS Trust,Whittington Hospital,Trust,<=2_weeks,A,247,not included,123,108,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N5,London,RKE,Whittington Health NHS Trust,Whittington Hospital,Trust,<=4_weeks,A,556,not included,302,208,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N5,London,RKE,Whittington Health NHS Trust,Whittington Hospital,Trust,<=6_weeks,A6,839,not included,513,236,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N6,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Trust,Total_cases,A,1185,not included,142,138,not included,not included,not included,not included,not included,3,3,not included,not included,not included
2022-23,N6,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Trust,<=2_weeks,A,325,not included,40,132,not included,not included,not included,not included,not included,3,3,not included,not included,not included
2022-23,N6,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Trust,<=4_weeks,A,735,not included,86,137,not included,not included,not included,not included,not included,3,3,not included,not included,not included
2022-23,N6,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Trust,<=6_weeks,A6,1129,not included,124,137,not included,not included,not included,not included,not included,3,3,not included,not included,not included
2022-23,N6,South East,RXQ,Buckinghamshire Healthcare NHS Trust,Wycombe Hospital,Trust,Total_cases,A,1735,not included,63,311,not included,not included,not included,not included,not included,4,9,not included,not included,not included
2022-23,N6,South East,RXQ,Buckinghamshire Healthcare NHS Trust,Wycombe Hospital,Trust,<=2_weeks,A,586,not included,51,300,not included,not included,not included,not included,not included,4,9,not included,not included,not included
2022-23,N6,South East,RXQ,Buckinghamshire Healthcare NHS Trust,Wycombe Hospital,Trust,<=4_weeks,A,887,not included,58,311,not included,not included,not included,not included,not included,4,9,not included,not included,not included
2022-23,N6,South East,RXQ,Buckinghamshire Healthcare NHS Trust,Wycombe Hospital,Trust,<=6_weeks,A6,1424,not included,61,311,not included,not included,not included,not included,not included,4,9,not included,not included,not included
2022-23,N6,South East,RN7,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Trust,Total_cases,A,1037,not included,27,192,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N6,South East,RN7,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Trust,<=2_weeks,A,275,not included,5,171,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N6,South East,RN7,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Trust,<=4_weeks,A,429,not included,14,192,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N6,South East,RN7,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Trust,<=6_weeks,A6,845,not included,27,192,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Buckland Hospital,Trust,Total_cases,A,870,not included,62,182,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Buckland Hospital,Trust,<=2_weeks,A,242,not included,11,176,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Buckland Hospital,Trust,<=4_weeks,A,326,not included,13,182,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Buckland Hospital,Trust,<=6_weeks,A6,464,not included,22,182,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Trust,Total_cases,A,409,not included,14,67,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Trust,<=2_weeks,A,89,not included,3,60,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Trust,<=4_weeks,A,110,not included,5,67,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Trust,<=6_weeks,A6,181,not included,5,67,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth The Queen Mother Hospital,Trust,Total_cases,A,408,not included,8,57,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth The Queen Mother Hospital,Trust,<=2_weeks,A,70,not included,1,51,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth The Queen Mother Hospital,Trust,<=4_weeks,A,101,not included,3,57,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth The Queen Mother Hospital,Trust,<=6_weeks,A6,174,not included,3,57,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Trust,Total_cases,A,751,not included,86,151,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Trust,<=2_weeks,A,211,not included,13,145,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Trust,<=4_weeks,A,313,not included,25,151,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N6,South East,RVV,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Trust,<=6_weeks,A6,420,not included,32,151,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Conquest Hospital,Trust,Total_cases,A,638,not included,33,131,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Conquest Hospital,Trust,<=2_weeks,A,181,not included,12,122,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Conquest Hospital,Trust,<=4_weeks,A,351,not included,21,130,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Conquest Hospital,Trust,<=6_weeks,A6,612,not included,26,131,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Trust,Total_cases,A,789,not included,69,136,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Trust,<=2_weeks,A,177,not included,5,127,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Trust,<=4_weeks,A,308,not included,26,136,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RXC,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Trust,<=6_weeks,A6,730,not included,41,136,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RVR,Epsom and St Helier University Hospitals NHS Trust,Leatherhead Hospital,Trust,Total_cases,A,811,not included,147,120,not included,not included,not included,not included,not included,3,9,not included,not included,not included
2022-23,N6,South East,RVR,Epsom and St Helier University Hospitals NHS Trust,Leatherhead Hospital,Trust,<=2_weeks,A,293,not included,57,116,not included,not included,not included,not included,not included,3,9,not included,not included,not included
2022-23,N6,South East,RVR,Epsom and St Helier University Hospitals NHS Trust,Leatherhead Hospital,Trust,<=4_weeks,A,412,not included,68,120,not included,not included,not included,not included,not included,3,9,not included,not included,not included
2022-23,N6,South East,RVR,Epsom and St Helier University Hospitals NHS Trust,Leatherhead Hospital,Trust,<=6_weeks,A6,625,not included,73,120,not included,not included,not included,not included,not included,3,9,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Trust,Total_cases,A,1328,not included,12,235,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Trust,<=2_weeks,A,249,not included,3,211,not included,not included,not included,not included,not included,0,5,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Trust,<=4_weeks,A,359,not included,6,234,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Trust,<=6_weeks,A6,542,not included,8,235,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Wexham Park & Heatherwood,Trust,Total_cases,A,1449,not included,48,235,not included,not included,not included,not included,not included,4,5,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Wexham Park & Heatherwood,Trust,<=2_weeks,A,228,not included,11,174,not included,not included,not included,not included,not included,4,5,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Wexham Park & Heatherwood,Trust,<=4_weeks,A,339,not included,17,222,not included,not included,not included,not included,not included,4,5,not included,not included,not included
2022-23,N6,South East,RDU,Frimley Health NHS Foundation Trust,Wexham Park & Heatherwood,Trust,<=6_weeks,A6,468,not included,19,228,not included,not included,not included,not included,not included,4,5,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Maidstone Hospital,Trust,Total_cases,A,758,not included,3,156,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Maidstone Hospital,Trust,<=2_weeks,A,211,not included,1,155,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Maidstone Hospital,Trust,<=4_weeks,A,360,not included,1,156,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Maidstone Hospital,Trust,<=6_weeks,A6,561,not included,1,156,not included,not included,not included,not included,not included,1,6,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Tunbridge Wells Hospital,Trust,Total_cases,A,728,not included,4,121,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Tunbridge Wells Hospital,Trust,<=2_weeks,A,173,not included,3,119,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Tunbridge Wells Hospital,Trust,<=4_weeks,A,338,not included,3,121,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N6,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,Tunbridge Wells Hospital,Trust,<=6_weeks,A6,619,not included,4,121,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N6,South East,RPA,Medway NHS Foundation Trust,Medway Maritime Hospital,Trust,Total_cases,A,1764,not included,20,304,not included,not included,not included,not included,not included,8,16,not included,not included,not included
2022-23,N6,South East,RPA,Medway NHS Foundation Trust,Medway Maritime Hospital,Trust,<=2_weeks,A,542,not included,5,304,not included,not included,not included,not included,not included,8,16,not included,not included,not included
2022-23,N6,South East,RPA,Medway NHS Foundation Trust,Medway Maritime Hospital,Trust,<=4_weeks,A,937,not included,10,304,not included,not included,not included,not included,not included,8,16,not included,not included,not included
2022-23,N6,South East,RPA,Medway NHS Foundation Trust,Medway Maritime Hospital,Trust,<=6_weeks,A6,1505,not included,16,304,not included,not included,not included,not included,not included,8,16,not included,not included,not included
2022-23,N6,South East,RHW,Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Trust,Total_cases,A,1755,not included,154,302,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RHW,Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Trust,<=2_weeks,A,481,not included,109,300,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RHW,Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Trust,<=4_weeks,A,648,not included,119,302,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RHW,Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Trust,<=6_weeks,A6,1730,not included,152,302,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N6,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Trust,Total_cases,A,800,not included,70,112,not included,not included,not included,not included,not included,0,9,not included,not included,not included
2022-23,N6,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Trust,<=2_weeks,A,168,not included,15,105,not included,not included,not included,not included,not included,0,8,not included,not included,not included
2022-23,N6,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Trust,<=4_weeks,A,254,not included,30,108,not included,not included,not included,not included,not included,0,9,not included,not included,not included
2022-23,N6,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Trust,<=6_weeks,A6,589,not included,37,109,not included,not included,not included,not included,not included,0,9,not included,not included,not included
2022-23,N6,South East,RTP,Surrey and Sussex Healthcare NHS Trust,Crawley Hospital,Trust,Total_cases,A,1881,not included,595,210,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N6,South East,RTP,Surrey and Sussex Healthcare NHS Trust,Crawley Hospital,Trust,<=2_weeks,A,454,not included,174,204,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N6,South East,RTP,Surrey and Sussex Healthcare NHS Trust,Crawley Hospital,Trust,<=4_weeks,A,744,not included,250,209,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N6,South East,RTP,Surrey and Sussex Healthcare NHS Trust,Crawley Hospital,Trust,<=6_weeks,A6,1222,not included,339,210,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Princess Royal Hospital,Trust,Total_cases,A,1262,not included,51,143,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Princess Royal Hospital,Trust,<=2_weeks,A,174,not included,14,138,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Princess Royal Hospital,Trust,<=4_weeks,A,232,not included,18,143,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Princess Royal Hospital,Trust,<=6_weeks,A6,282,not included,23,143,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Trust,Total_cases,A,665,not included,35,170,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Trust,<=2_weeks,A,196,not included,16,156,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Trust,<=4_weeks,A,230,not included,18,168,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Trust,<=6_weeks,A6,267,not included,23,169,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,St Richard's Hospital,Trust,Total_cases,A,973,not included,127,174,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,St Richard's Hospital,Trust,<=2_weeks,A,307,not included,41,161,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,St Richard's Hospital,Trust,<=4_weeks,A,621,not included,55,174,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,St Richard's Hospital,Trust,<=6_weeks,A6,896,not included,68,174,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Trust,Total_cases,A,976,not included,271,108,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Trust,<=2_weeks,A,260,not included,126,104,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Trust,<=4_weeks,A,403,not included,165,108,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N6,South East,RYR,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Trust,<=6_weeks,A6,829,not included,177,108,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Blandford Community Hospital,Trust,Total_cases,A,42,not included,1,3,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Blandford Community Hospital,Trust,<=2_weeks,A,9,not included,1,2,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Blandford Community Hospital,Trust,<=4_weeks,A,23,not included,1,3,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Blandford Community Hospital,Trust,<=6_weeks,A6,41,not included,1,3,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Trust,Total_cases,A,580,not included,49,107,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Trust,<=2_weeks,A,197,not included,17,92,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Trust,<=4_weeks,A,373,not included,29,107,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N7,South West,RBD,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Trust,<=6_weeks,A6,571,not included,45,107,not included,not included,not included,not included,not included,2,8,not included,not included,not included
2022-23,N7,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Trust,Total_cases,A,1821,not included,125,220,not included,not included,not included,not included,not included,7,10,not included,not included,not included
2022-23,N7,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Trust,<=2_weeks,A,340,not included,18,215,not included,not included,not included,not included,not included,7,10,not included,not included,not included
2022-23,N7,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Trust,<=4_weeks,A,761,not included,38,220,not included,not included,not included,not included,not included,7,10,not included,not included,not included
2022-23,N7,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Trust,<=6_weeks,A6,1731,not included,84,220,not included,not included,not included,not included,not included,7,10,not included,not included,not included
2022-23,N7,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Trust,Total_cases,A,952,not included,93,148,not included,not included,not included,not included,not included,3,11,not included,not included,not included
2022-23,N7,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Trust,<=2_weeks,A,253,not included,66,140,not included,not included,not included,not included,not included,3,11,not included,not included,not included
2022-23,N7,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Trust,<=4_weeks,A,448,not included,79,145,not included,not included,not included,not included,not included,3,11,not included,not included,not included
2022-23,N7,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Trust,<=6_weeks,A6,944,not included,88,148,not included,not included,not included,not included,not included,3,11,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Trust,Total_cases,A,973,not included,140,177,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Trust,<=2_weeks,A,294,not included,32,174,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Trust,<=4_weeks,A,441,not included,56,177,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Trust,<=6_weeks,A6,932,not included,116,177,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Trust,Total_cases,A,1058,not included,197,172,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Trust,<=2_weeks,A,340,not included,111,170,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Trust,<=4_weeks,A,778,not included,151,172,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N7,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Trust,<=6_weeks,A6,1050,not included,193,172,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N7,South West,R1F,Isle of Wight NHS Trust,St Mary's Hospital,Trust,Total_cases,A,445,not included,50,90,not included,not included,not included,not included,not included,2,2,not included,not included,not included
2022-23,N7,South West,R1F,Isle of Wight NHS Trust,St Mary's Hospital,Trust,<=2_weeks,A,95,not included,12,73,not included,not included,not included,not included,not included,2,2,not included,not included,not included
2022-23,N7,South West,R1F,Isle of Wight NHS Trust,St Mary's Hospital,Trust,<=4_weeks,A,151,not included,19,88,not included,not included,not included,not included,not included,2,2,not included,not included,not included
2022-23,N7,South West,R1F,Isle of Wight NHS Trust,St Mary's Hospital,Trust,<=6_weeks,A6,372,not included,33,90,not included,not included,not included,not included,not included,2,2,not included,not included,not included
2022-23,N7,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Trust,Total_cases,A,1889,not included,514,166,not included,not included,not included,not included,not included,5,6,not included,not included,not included
2022-23,N7,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Trust,<=2_weeks,A,807,not included,420,155,not included,not included,not included,not included,not included,5,6,not included,not included,not included
2022-23,N7,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Trust,<=4_weeks,A,1202,not included,445,166,not included,not included,not included,not included,not included,5,6,not included,not included,not included
2022-23,N7,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Trust,<=6_weeks,A6,1801,not included,511,166,not included,not included,not included,not included,not included,5,6,not included,not included,not included
2022-23,N7,South West,RBZ,Northern Devon Healthcare NHS Trust,North Devon District Hospital,Trust,Total_cases,A,457,not included,34,48,not included,not included,not included,not included,not included,2,0,not included,not included,not included
2022-23,N7,South West,RBZ,Northern Devon Healthcare NHS Trust,North Devon District Hospital,Trust,<=2_weeks,A,55,not included,5,37,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N7,South West,RBZ,Northern Devon Healthcare NHS Trust,North Devon District Hospital,Trust,<=4_weeks,A,147,not included,11,45,not included,not included,not included,not included,not included,2,0,not included,not included,not included
2022-23,N7,South West,RBZ,Northern Devon Healthcare NHS Trust,North Devon District Hospital,Trust,<=6_weeks,A6,323,not included,21,46,not included,not included,not included,not included,not included,2,0,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Trust,Total_cases,A,566,not included,56,74,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Trust,<=2_weeks,A,136,not included,20,73,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Trust,<=4_weeks,A,172,not included,31,74,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Trust,<=6_weeks,A6,534,not included,47,74,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Trust,Total_cases,A,2054,not included,398,322,not included,not included,not included,not included,not included,6,6,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Trust,<=2_weeks,A,637,not included,170,319,not included,not included,not included,not included,not included,6,6,not included,not included,not included
